"Grid_ID","fips","row","col","Datetime_UTC","Datetime_local","Date_local","EATM_radar_ref","SFC_visibility","SFC_wind_gust","MSL","SFC_pressure","SFC_geoheight","SFC_tempC","DBLL_moisture","HTGL2_tempC","HTGL2_dew_tempC","HTGL2_humidity","HTGL10_uwind","HTGL10_vwind","HTGL10_wind_speed","SFC_roughness","SFC_velocity","SFC_sensible_heat","SFC_latent_heat","SFC_ground_heat","EATM_cloud_cover","SFC_beam_solar","SFC_diffuse_solar","SFC_PBLH","EHLT_geoheight","Down_short_r","Down_long_r","Up_short_r","HR01_total_preci"
188741,23003,105,1645,2019-01-01 05:00:00,"2019-01-01 00:00","2019-01-01",12.125,16700,8.12211227416992,101536,99600,158.995254516602,-5.47333374023435,-3.87860717773435,-6.19418945312498,82.3000030517578,-3.73672485351562,3.42482566833496,5.06307935714722,0.0429999977350235,0.340000003576279,-30,0,10,100,0,0,137.196319580078,178.22819519043,0,301.200012207031,0,285.417297363281,0.0540000014007092
190973,53033,107,279,2019-01-01 05:00:00,"2018-12-31 21:00","2018-12-31",-10,12200,2.1221125125885,103139,102420,60.5890045166016,-0.160833740234352,0.308892822265648,0.0558105468750227,95.3000030517578,-1.04922485351562,1.67482566833496,2.00057935714722,0.363099992275238,0.0899999961256981,-6,-3,30,100,0,0,44.1963119506836,80.2281951904297,0,258.899993896484,0,277.167297363281,0
192772,53033,108,279,2019-01-01 05:00:00,"2018-12-31 21:00","2018-12-31",-10,12200,1.74711263179779,103138,102420,60.3077545166016,-0.473333740234352,-0.0661071777343523,-0.256689453124977,94.2000045776367,-0.424224853515625,1.54982566833496,1.62557935714722,0.480499982833862,0.0499999970197678,-3,-1,50,100,0,0,42.3838119506836,80.2281951904297,0,247.400009155273,0,275.917297363281,0
212554,53053,119,272,2019-01-01 05:00:00,"2018-12-31 21:00","2018-12-31",-10,15600,0.872112572193146,103146,102130,83.5577545166016,-0.410833740234352,-0.128607177734352,-1.25668945312498,88.4000015258789,-0.236724853515625,0.799825668334961,0.875579357147217,0.5,0.0199999995529652,-1,0,50,100,0,0,43.6338119506836,103.22819519043,0,245.600006103516,0,276.167297363281,0
267030,38013,149,778,2019-01-01 05:00:00,"2018-12-31 23:00","2018-12-31",-10,22400,4.93461275100708,103534,94690,701.838989257812,-25.7233337402344,-22.1911071777344,-26.944204711914,53.9000015258789,3.07577514648438,0.237325668334961,3.06307935714722,0.0247999988496304,0.0799999982118607,-13,-1,30,0,0,0,37.9463119506836,720.228210449219,0,149.800003051758,0,205.042282104492,0
268692,30071,150,641,2019-01-01 05:00:00,"2018-12-31 22:00","2018-12-31",-10,17300,6.55961275100708,103310,93760,768.088989257812,-19.1608337402344,-17.6911071777344,-19.694204711914,79.8000030517578,-1.04922485351562,4.23732566833496,4.37557935714722,0.0461999997496605,0.199999988079071,-34,-5,60,0,0,0,38.5713119506836,786.228210449219,0,164.100006103516,0,217.667282104492,0
311946,30083,174,719,2019-01-01 05:00:00,"2018-12-31 22:00","2018-12-31",-10,27800,3.9346125125885,103618,94510,725.026489257812,-20.7858337402344,-20.2536071777344,-25.319204711914,62,0.388275146484375,2.36232566833496,2.37557935714722,0.0461999997496605,0.0999999940395355,-7,0,70,0,0,0,38.0713119506836,743.228210449219,0,152.100006103516,0,212.542282104492,0
315623,38101,176,798,2019-01-01 05:00:00,"2018-12-31 23:00","2018-12-31",-10,19900,5.37211275100708,103499,95350,647.370239257812,-25.0983337402344,-23.5036071777344,-26.819204711914,72.0999984741211,3.13827514648438,-0.825174331665039,3.25057935714722,0.0242999996989965,0.179999992251396,-16,-1,30,0,0,0,65.2588119506836,665.228210449219,0,153,0,206.042282104492,0
324071,41051,181,251,2019-01-01 05:00:00,"2018-12-31 21:00","2018-12-31",-10,12200,2.4346125125885,102969,102030,80.4327545166016,-0.0983337402343523,0.121392822265648,-0.319189453124977,95.2000045776367,-0.549224853515625,-1.51267433166504,1.62557935714722,0.508199989795685,0.0899999961256981,-3,1,60,9.5,0,0,43.9463119506836,100.22819519043,0,236.400009155273,0,277.292297363281,0
327664,41067,183,246,2019-01-01 05:00:00,"2018-12-31 21:00","2018-12-31",-10,13900,2.3096125125885,102974,102250,62.1827545166016,0.151666259765648,0.621392822265648,0.0558105468750227,89.9000015258789,-0.049224853515625,-1.20017433166504,1.18807935714722,0.544399976730347,0.0299999993294477,-2,0,60,0.625,0,0,43.5088119506836,82.2281951904297,0,239.5,0,278.417297363281,0
