"Grid_ID","fips","row","col","Datetime_UTC","Datetime_local","Date_local","EATM_radar_ref","SFC_visibility","SFC_wind_gust","MSL","SFC_pressure","SFC_geoheight","SFC_tempC","DBLL_moisture","HTGL2_tempC","HTGL2_dew_tempC","HTGL2_humidity","HTGL10_uwind","HTGL10_vwind","HTGL10_wind_speed","SFC_roughness","SFC_velocity","SFC_sensible_heat","SFC_latent_heat","SFC_ground_heat","EATM_cloud_cover","SFC_beam_solar","SFC_diffuse_solar","SFC_PBLH","EHLT_geoheight","Down_short_r","Down_long_r","Up_short_r","HR01_total_preci"
188741,23003,105,1645,2019-01-01,"2018-12-31 19:00","2018-12-31",-10,20300,5.34365081787109,102389,100430,158.995254516602,-8.65524902343748,-6.87607421874998,-9.53189697265623,73.7000045776367,-2.10310745239258,0.500268936157227,2.12739086151123,0.0430999994277954,0.0599999986588955,-4,0,10,92.75,0,0,83.0074157714844,178.319625854492,0,216.100006103516,0,272.068237304688,0
190973,53033,107,279,2019-01-01,"2018-12-31 16:00","2018-12-31",-10,19500,1.40615093708038,103254,102520,60.5890045166016,3.78225097656252,4.12392578125002,1.96810302734377,82.4000015258789,-0.0406074523925781,-0.874731063842773,0.877390921115875,0.363099992275238,0.0199999995529652,-1,0,50,0,145.800003051758,18.3999996185303,367.757415771484,80.8196258544922,25.5,235.199996948242,1.625,293.443237304688,0
192772,53033,108,279,2019-01-01,"2018-12-31 16:00","2018-12-31",-10,19000,1.46865093708038,103251,102520,60.3077545166016,3.53225097656252,3.93642578125002,2.65560302734377,86.0999984741211,0.209392547607422,-0.999731063842773,1.00239098072052,0.480499982833862,0.0299999993294477,-1,0,50,0,146,18.5,385.632415771484,80.3196258544922,25.6000003814697,235.800003051758,1.75,292.318237304688,0
212554,53053,119,272,2019-01-01,"2018-12-31 16:00","2018-12-31",-10,18300,1.71865093708038,103232,102210,83.5577545166016,4.21975097656252,4.43642578125002,2.65560302734377,85.4000015258789,-0.228107452392578,-0.562231063842773,0.564890921115875,0.5,0.0199999995529652,0,0,40,0,164,20.2000007629395,370.944915771484,103.819625854492,29,240.600006103516,1.875,295.318237304688,0
267030,38013,149,778,2019-01-01,"2018-12-31 18:00","2018-12-31",-10,26000,6.78115081787109,103609,94760,701.838989257812,-26.0302337646484,-24.12607421875,-28.6568817138672,64,3.27189254760742,-1.43723106384277,3.56489086151123,0.0247999988496304,0.199999988079071,-21,0,40,0,0,0,79.8199157714844,719.819641113281,0,139.699996948242,0,203.943222045898,0
268692,30071,150,641,2019-01-01,"2018-12-31 17:00","2018-12-31",-10,29100,1.09365093708038,103675,94040,768.088989257812,-17.2802337646484,-16.87607421875,-22.2193817138672,60.2999992370605,-0.478107452392578,0.687768936157227,0.877390921115875,0.0461999997496605,0.0199999995529652,-1,0,70,0,0,0,204.194915771484,786.319641113281,0,159.400009155273,0,224.193222045898,0
311946,30083,174,719,2019-01-01,"2018-12-31 17:00","2018-12-31",-10,28400,3.90615081787109,103751,94620,725.026489257812,-17.8427337646484,-17.37607421875,-22.6568817138672,61.2000007629395,0.521892547607422,-1.93723106384277,2.00239086151123,0.0461999997496605,0.0700000002980232,-4,0,80,0,0,0,236.319915771484,743.319641113281,0,153.400009155273,0,222.568222045898,0
315623,38101,176,798,2019-01-01,"2018-12-31 18:00","2018-12-31",-10,25700,8.53115081787109,103516,95380,647.370239257812,-24.2802337646484,-23.43857421875,-27.8443817138672,66.7000045776367,3.89689254760742,-3.68723106384277,5.31489086151123,0.0242999996989965,0.329999983310699,-16,0,40,0,0,0,79.4449157714844,665.319641113281,0,141.400009155273,0,208.693222045898,0
324071,41051,181,251,2019-01-01,"2018-12-31 16:00","2018-12-31",-10,20200,4.53115081787109,103085,102110,80.4327545166016,4.65725097656252,4.99892578125002,2.59310302734377,80.8000030517578,0.0218925476074219,-1.31223106384277,1.31489098072052,0.508199989795685,0.0299999993294477,-1,0,30,0,270.200012207031,26.3000011444092,218.944915771484,100.319625854492,46.4000015258789,242.800003051758,4.25,297.068237304688,0
327664,41067,183,246,2019-01-01,"2018-12-31 16:00","2018-12-31",-10,25300,4.53115081787109,103085,102340,62.1827545166016,5.21975097656252,5.49892578125002,1.90560302734377,74.2000045776367,-0.0406074523925781,-0.874731063842773,0.877390921115875,0.544399976730347,0.0199999995529652,-1,0,40,0,282.399993896484,26.8999996185303,629.694946289062,82.3196258544922,48.6000022888184,243.900009155273,4.625,299.568237304688,0
335367,38053,187,753,2019-01-01,"2018-12-31 18:00","2018-12-31",-10,31300,3.28115081787109,103678,95950,617.213989257812,-20.1552337646484,-19.62607421875,-25.3443817138672,58,1.52189254760742,-1.18723106384277,1.93989098072052,0.0461999997496605,0.0599999986588955,-4,0,70,0,0,0,102.694915771484,635.319641113281,0,150.400009155273,0,214.818222045898,0
344205,30027,192,596,2019-01-01,"2018-12-31 17:00","2018-12-31",-10,19300,1.40615093708038,103464,88570,1225.80773925781,-15.5302490234375,-15.93857421875,-19.3443817138672,75.0999984741211,-1.35310745239258,0.375268936157227,1.37739098072052,0.0916999951004982,0.0799999982118607,4,0,80,8.875,0,0,76.0074157714844,1244.31958007812,0,158.300003051758,0,231.693222045898,0
351593,38057,196,788,2019-01-01,"2018-12-31 18:00","2018-12-31",-10,26100,6.34365081787109,103569,95120,671.120239257812,-22.1552337646484,-20.68857421875,-25.2193817138672,65.5999984741211,3.64689254760742,-3.06223106384277,4.75239086151123,0.0237999986857176,0.28999999165535,-25,0,30,0,0,0,83.3199157714844,689.319641113281,0,146.900009155273,0,217.068222045898,0
